features__type,features__properties__SOURCE_GID,features__properties__SOURCE_NAME,features__properties__MOVEMENT_ID,features__properties__DISPLAY_NAME,features__geometry__type,features__geometry__coordinates__001,features__geometry__coordinates__002,path
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320218,18.9569233,2379
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320213,18.9568499,2380
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320222,18.9568358,2381
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320264,18.956737,2382
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320362,18.9565711,2383
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320366,18.9565521,2384
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320371,18.9565274,2385
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320769,18.9563852,2386
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320797,18.9563307,2387
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320818,18.956289,2388
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8321115,18.9558746,2389
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8321124,18.9558614,2390
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8321857,18.9550543,2391
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8321467,18.9548986,2392
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8321489,18.95485,2393
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8321397,18.9547684,2394
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8321159,18.9546586,2395
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320644,18.9545622,2396
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320489,18.9545326,2397
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8319359,18.954317,2398
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8318143,18.9541364,2399
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.831805,18.9541231,2400
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317988,18.9541124,2401
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317915,18.9540902,2402
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317909,18.9540885,2403
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.831783,18.9540722,2404
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317765,18.9540474,2405
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317722,18.9540257,2406
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317692,18.9540044,2407
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317691,18.9539997,2408
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.831764,18.9539651,2409
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317673,18.9539267,2410
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317766,18.9538973,2411
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317831,18.9538773,2412
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8318021,18.9538192,2413
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8318043,18.9538124,2414
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8318272,18.9537418,2415
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8318501,18.9536707,2416
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8322273,18.952536,2417
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8322559,18.9524501,2418
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8322578,18.9524434,2419
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8323102,18.9522645,2420
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8323649,18.9520777,2421
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8325292,18.9515215,2422
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8325503,18.9514509,2423
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8327645,18.9507356,2424
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8327649,18.9507343,2425
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8327814,18.950679,2426
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8327816,18.9506783,2427
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8328355,18.9504524,2428
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8328968,18.9502494,2429
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8329361,18.9501236,2430
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8331758,18.9493556,2431
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8331759,18.9493553,2432
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8332451,18.9491289,2433
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.833305,18.9489456,2434
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8333486,18.9487985,2435
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8333872,18.948677,2436
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8334411,18.9484921,2437
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8335011,18.9482935,2438
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8335114,18.9482581,2439
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8335473,18.9481351,2440
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.833574,18.9480008,2441
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.833611,18.9478295,2442
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8336463,18.9476679,2443
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8336542,18.9476214,2444
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8336627,18.9475714,2445
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8336646,18.9475264,2446
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.833663,18.9474703,2447
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8336073,18.9474263,2448
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8334137,18.9472736,2449
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8333461,18.9472191,2450
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8332819,18.9471674,2451
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8331016,18.9470334,2452
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8331015,18.9470333,2453
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8330585,18.9470013,2454
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8329169,18.946894,2455
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8325618,18.9466443,2456
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8324969,18.9465987,2457
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8324339,18.9465542,2458
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8323868,18.9465209,2459
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8322705,18.9464372,2460
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8321833,18.9463753,2461
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8321058,18.9463215,2462
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320716,18.9462981,2463
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8320235,18.9462653,2464
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8319593,18.9462149,2465
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8319175,18.9461841,2466
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8319175,18.9461841,2467
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8318939,18.9461667,2468
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8318395,18.946125,2469
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8317533,18.946059,2470
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8316539,18.945973,2471
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8314939,18.9458504,2472
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8311656,18.9456017,2473
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8308918,18.9453885,2474
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.830872,18.9453711,2475
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8306553,18.945181,2476
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8304988,18.94504,2477
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8302027,18.9447695,2478
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8301577,18.9447261,2479
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8301577,18.9447261,2480
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8299563,18.9445322,2481
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8296978,18.9442846,2482
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8295564,18.9441485,2483
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.82954,18.9441327,2484
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.829514,18.9441103,2485
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8294725,18.9440513,2486
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8294175,18.943973,2487
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8294004,18.9439526,2488
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8293283,18.9438666,2489
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8292314,18.9437511,2490
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.829231,18.9437506,2491
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8292295,18.9437488,2492
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8292278,18.9437469,2493
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8292277,18.9437468,2494
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8292275,18.9437466,2495
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8292269,18.9437459,2496
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8292225,18.9437408,2497
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8291451,18.9436534,2498
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8290095,18.9434935,2499
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8290072,18.9434909,2500
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8289753,18.9434532,2501
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8289732,18.9434507,2502
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8289725,18.9434515,2503
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8289622,18.9434349,2504
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8289545,18.9434255,2505
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8289204,18.9433856,2506
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8289204,18.9433856,2507
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8289204,18.9433856,2508
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8288976,18.943359,2509
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8288742,18.9433367,2510
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8288692,18.9433319,2511
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8288545,18.9433178,2512
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8288408,18.9433081,2513
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8288213,18.9432942,2514
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8287934,18.9432777,2515
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8287769,18.943268,2516
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8287114,18.9432328,2517
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8285868,18.9431813,2518
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8285725,18.9431754,2519
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8284325,18.9431271,2520
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8283497,18.9430986,2521
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8283126,18.9430866,2522
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8282747,18.9430743,2523
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8282053,18.9430441,2524
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8282032,18.9430432,2525
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8282032,18.9430432,2526
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8282001,18.9430418,2527
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.828198,18.9430409,2528
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8281961,18.9430401,2529
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8281766,18.9430316,2530
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8280076,18.943005,2531
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8277935,18.9429713,2532
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8277506,18.9429646,2533
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8277108,18.9429548,2534
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.827642,18.9429379,2535
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8275395,18.9429062,2536
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8275395,18.9429062,2537
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8275108,18.9428973,2538
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8274687,18.9428875,2539
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8274687,18.9428875,2540
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8274142,18.9428747,2541
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8272457,18.9428369,2542
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8270886,18.9427893,2543
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8269258,18.94274,2544
Feature,3,C,3,"Silva Building, Jagannath Shankar Seth Road, Kamathi Wada, Sonapur, Marine Lines, Mumbai",MultiPolygon,72.8269256,18.94274,2545
